id,name,messiahLine,levitical,judge,initiallyVisible,hadCollapsedChildren,age,yearsLived,born,died,tribe,spouse,refs,tooltipRaw
245,Jerahmeel,false,false,false,true,true,,,,,,,,"Jerahmeel

(1 Chronicles 24:29)"
246,Hezron,true,false,false,true,false,,,,,,,Genesis 46:9,"Hezron

(Genesis 46:9, 1 Chronicles 4:1, 1 Chronicles 5:3)"
247,Perez,true,false,false,true,false,,,,,,,Genesis 38:29; Genesis 46:12; Numbers 26:20,"Perez

(Genesis 38:29, Genesis 46:12, Numbers 26:20, 1 Chronicles 2:4, 1 Chronicles 4:1)Perez was the twin brother of Zerah. (Genesis 38:29-30)"
248,Jashubi-lehem,false,false,false,true,false,,,,,,,,"Jashubi-lehem

(1 Chronicles 4:22)"
249,Saraph,false,false,false,true,false,,,,,,,,"Saraph

(1 Chronicles 4:22)"
250,Joash,false,false,false,true,false,,,,,,,,(1 Chronicles 4:22)
251,Seraiah,false,false,false,true,false,,,,,,,,"Seraiah

(1 Chronicles 4:35)"
252,Othniel,false,false,true,true,true,,,,,,,Joshua 15:17; Judges 3:9; Judges 3:11,"Othniel

(Joshua 15:17, Judges 3:9)

Othniel judged Israel 40 years: 1409-1369 BCE (Judges 3:11)."
253,Kenaz,false,false,false,true,false,,,,,,,,"Kenaz

(1 Chronicles 4:15)"
254,Caleb,false,false,false,true,true,,,,". Ergo, it is likely Caleb is descended from Shelah",of Judah,,Numbers 13:6; Numbers 32:12; Genesis 15:18; Genesis 38:2,"Caleb

Lived: 1514-?? BCE (?? years)

Caleb is the son of Jephunneh (Numbers 13:6) who was a Kenizzite (Numbers 32:12) of the tribe of Judah (Numbers 13:6). Kenizzites were Canaanites (Genesis 15:18-21). Judah's first wife (Shua's daughter) was a Canaanite woman(Genesis 38:2, 12). She bore him Er, Onan, and Shelah (1 Chronicles 2:3) but Er and Onan died. Ergo, it is likely Caleb is descended from Shelah."
255,Jephunneh,false,false,false,true,false,,,,". Ergo, it is likely Caleb is descended from Shelah",of Judah,,Numbers 13:6; Numbers 32:12; Genesis 15:18; Genesis 28:2,"Jephunneh

Caleb is the son of Jephunneh (Numbers 13:6) who was a Kenizzite (Numbers 32:12) of the tribe of Judah (Numbers 13:6). Kenizzites were Canaanites (Genesis 15:18-21). Judah's first wife, Shua, was a Canaanite woman(Genesis 28:2, 12). She bore him Er, Onan, and Shelah (1 Chronicles 2:3) but Er and Onan died. Ergo, it is likely Caleb is descended from Shelah."
256,Cozeba,false,false,false,true,false,,,,,,,,"Cozeba

(1 Chronicles 4:22)"
257,Jokim,false,false,false,true,false,,,,,,,,"Jokim

(1 Chronicles 4:22)"
258,Laadah,false,false,false,true,true,,,,,,,,"Laadah

(1 Chronicles 4:21)"
259,Lacah,false,false,false,true,false,,,,,,,,"Lacah

(1 Chronicles 4:21)"
260,Er,true,false,false,true,false,,,,,,,,(1 Chronicles 4:21)
261,Shelah,true,false,false,true,false,,,,,,,Genesis 10:24; Luke 3:35,"Shelah

Lived: 2231-1798 BCE (433 years)

(Genesis 10:24, 1 Chronicles 1:18, Luke 3:35)"
262,Onan,false,false,false,true,false,,,,,,,Genesis 38:2; Genesis 46:12; Genesis 38:9; Genesis 38:10,"Onan

(Genesis 38:2-4, Genesis 46:12, 1 Chronicles 2:3, Genesis 38:9-10)

Onan did what was displeasing in the sight of the Lord, so He took his life. (Genesis 38:10)"
263,Er,true,false,false,true,false,,,,,,,Genesis 38:2; Genesis 46:12; Genesis 38:7,"(Genesis 38:2-3, Genesis 46:12, 1 Chronicles 2:3) Er was evil in the sight of the LORD, so the LORD took his life. (Genesis 38:7)"
264,Judah,true,false,false,true,false,,,,,,,Genesis 29:35,"(Genesis 29:35, 1 Chronicles 2:1) More details are available at Psalm11918.org"
265,Merari,false,false,false,true,true,,,,,,,Genesis 46:11; Exodus 6:16; Numbers 3:17; Numbers 3:35,"Merari

(Genesis 46:11, Exodus 6:16, Numbers 3:17, 1 Chronicles 2:1, 6:1, 6:16)

The families of the sons of Merari were to camp on the northward side of the tabernacle (Numbers 3:35)."
266,Uzziel,false,false,false,true,true,,,,,,,Exodus 6:18; Numbers 3:19,"(Exodus 6:18, Numbers 3:19, 1 Chronicles 6:2, 1 Chronicles 6:18, 1 Chronicles 23:12)"
267,Hebron,false,false,false,true,true,,,,,,,,"Hebron

(1 Chronicles 2:42)"
268,Zichri,false,false,false,true,false,,,,,,,,"Zichri

(1 Chronicles 8:19)"
269,Nepheg,false,false,false,true,false,,,,,,,Exodus 6:21,(Exodus 6:21)
270,Abiasaph,false,false,false,true,false,,,,,,,Exodus 6:24,"Abiasaph

(Exodus 6:24)"
271,Elkanah,false,false,false,true,false,,,,,,,Exodus 6:24,"Elkanah

(Exodus 6:24, 1 Chronicles: 6:22-23)"
272,Shaul,false,false,false,true,false,,,,,,,Genesis 46:10; Exodus 6:15,"Shaul

(Genesis 46:10, Exodus 6:15, 1 Chronicles 4:24)"
273,Uzziah,true,false,false,true,false,,,,,,,,"Uzziah

(1 Chronicles 6:24)"
274,Uriel,false,false,false,true,false,,,,,,,,"Uriel

(1 Chronicles 6:24)"
275,Ahimoth,false,false,false,true,false,,,,,,,,"Ahimoth

(1 Chronicles 6:25)"
276,Elkanah,false,false,false,true,false,,,,,,,,(1 Chronicles 6:27)
277,Jeroham,false,false,false,true,false,,,,,,,,"Jeroham

(1 Chronicles 6:34)"
278,Eliab,false,false,false,true,false,,,,,,,,(1 Chronicles 6:26-27)
279,Nahath,false,false,false,true,false,,,,,,,Genesis 36:13,"Nahath

(Genesis 36:13, 36:17, 1 Chronicles 1:37)"
280,Zophai,false,false,false,true,false,,,,,,,,"Zophai

(1 Chronicles 6:26)"
281,Heman,false,false,false,true,false,,,,,,,,"Heman

(1 Kings 4:31, 1 Chronicles 2:6)"
282,Joel,false,false,false,true,false,,,,,,,,"Joel

(1 Chronicles 4:35)"
283,Samuel,false,false,true,true,false,,,,,,,,"Samuel

(1 Chronicles 7:2)"
284,Elkanah,false,false,false,true,false,,,,,,,,(1 Chronicles 6:33-34)
285,Jeroham,false,false,false,true,false,,,,,,,,(1 Chronicles 6:34)
286,Eliel,false,false,false,true,false,,,,,,,,"Eliel

(1 Chronicles 8:20)"
287,Toah,false,false,false,true,false,,,,,,,,"Toah

(1 Chronicles 6:34-35)"
288,Zuph,false,false,false,true,false,,,,,,,,"Zuph

(1 Chronicles 6:35)"
289,Elkanah,false,false,false,true,false,,,,,,,,(1 Chronicles 6:35)
290,Mahath,false,false,false,true,false,,,,,,,,(1 Chronicles 6:35)
291,Amasai,false,false,false,true,false,,,,,,,,"Amasai

(1 Chronicles 6:35-36)"
292,Elkanah,false,false,false,true,false,,,,,,,,(1 Chronicles 6:35-36)
293,Joel,false,false,false,true,false,,,,,,,,(1 Chronicles 6:36)
294,Azariah,true,false,false,true,false,,,,,,,,"Azariah

(1 Chronicles 2:38)"
295,Zephaniah,false,false,false,true,false,,,,,,,,"Zephaniah

(1 Chronicles 6:36-37)"
296,Tahath,false,false,false,true,false,,,,,,,,"Tahath

(1 Chronicles 7:20)"
297,Assir,false,false,false,true,false,,,,,,,Exodus 6:24,"Assir

(Exodus 6:24, 1 Chronicles 6:22)"
298,Abiasaph (or Ebiasaph),false,false,false,true,false,,,,,,,Exodus 6:24,"Abiasaph (or Ebiasaph)

(Exodus 6:24, 1 Chronicles: 6:23, 1 Chronicles 6:37)"
299,Elkanah,false,false,false,true,false,,,,,,,Exodus 6:24,"(Exodus 6:24, 1 Chronicles: 6:22-23)"
300,Assir,false,false,false,true,false,,,,,,,Exodus 6:24,"(Exodus 6:24, 1 Chronicles 6:22)"
301,Korah,false,false,false,true,false,,,,,,,,"Korah

(1 Chronicles 2:43)"
302,Izhar (or Amminadab),false,false,false,true,false,,,,,,,Exodus 6:18; Numbers 3:19,"Izhar (or Amminadab)

(Exodus 6:18, Numbers 3:19, 1 Chronicles 6:22, 1 Chronicles 6:18, 1 Chronicles 23:12)"
303,Shelomoth,false,false,false,true,false,,,,,,,,"Shelomoth

(1 Chronicles 26:24-25)

Shelomoth and his relatives were the treasurers of the Tabernacle over anything that was dedicated to the LORD during the days of Samuel the Seer and King Saul. (1 Chronicles 26:28)"
304,Zichri,false,false,false,true,false,,,,,,,,(1 Chronicles 26:24-25)
305,Joram,true,false,false,true,false,,,,,,,,(1 Chronicles 26:24-25)
306,Jeshaiah (Isaiah),false,false,false,true,false,,,,,,,,"Jeshaiah (Isaiah)

(1 Chronicles 26:24-25)"
307,Rehabiah,false,false,false,true,false,,,,,,,,"Rehabiah

(1 Chronicles 26:24-25)"
308,Eliezer,true,false,false,true,false,,,,,,,Exodus 2:22; Exodus 18:3,"(Exodus 2:22, Exodus 18:3, 1 Chronicles 23:15)"
309,Shebuel,false,false,false,true,false,,,,,,,,"Shebuel

(1 Chronicles 26:25)"
310,Gershom,false,false,false,true,false,,,,,,,Exodus 2:22; Exodus 18:3,"Gershom

(Exodus 2:22, Exodus 18:3, 1 Chronicles 23:15)"
311,Moses,false,false,false,true,false,,,,,,,Exodus 6:20; Numbers 26:59; Numbers 3:38,"Moses

Lived: 1556-1436 BCE (120 years)

(Exodus 6:20, Numbers 26:59, 1 Chronicles 6:3, 1 Chronicles 23:13)

Moses, Aaron, and his sons were to camp before the tabernacle eastward, toward the sunrise (Numbers 3:38)."
312,Miriam,false,false,false,true,false,,,,,,,Exodus 15:20; Exodus 6:20; Numbers 26:59,"Miriam

(Exodus 15:20, Exodus 6:20, Numbers 26:59, 1 Chronicles 6:3, 1 Chronicles 23:13)"
313,Ithamar,false,false,false,true,false,,,,,,,Exodus 6:23; Numbers 3:2; Numbers 26:60; Numbers 3:38,"Ithamar

(Exodus 6:23, Numbers 3:2, Numbers 26:60, 1 Chronicles 6:3, 1 Chronicles 24:1)

Moses, Aaron, and his sons were to camp before the tabernacle eastward, toward the sunrise (Numbers 3:38)."
314,Ezra,false,false,false,true,false,,,,,,,Ezra 7:1,"Ezra

(Ezra 7:1)Ezra was the priest who returned to Jerusalem after the Babylonian captivity and recorded the events in the book of the Bible named Ezra."
315,Joshua,true,false,false,true,false,,,,,,,Haggai 1:1; Haggai 1:12; Zechariah 6:11,"(Haggai 1:1, Haggai 1:12, Zechariah 6:11)"
316,Jehozadak,false,false,false,true,false,,,,,,,Haggai 1:1,"Jehozadak

(1 Chronicles 6:14)

Jehozadak was high priest (Haggai 1:1) when Judah and Jerusalem were carried away into exile by Nebuchadnezzar (1 Chronicles 6:15)."
317,Seraiah,false,false,false,true,false,,,,,,,Ezra 7:1,"(1 Chronicles 6:14, Ezra 7:1)"
318,Azariah,true,false,false,true,false,,,,,,,Ezra 7:1,"(1 Chronicles 6:13, Ezra 7:1)"
319,Hilkiah,false,false,false,true,false,,,,,,,,"Hilkiah

(1 Chronicles 6:45-46)"
320,Shallum,false,false,false,true,false,,,,,,,Ezra 7:1,"(1 Chronicles 6:12, Ezra 7:1-2)"
321,Zadok,true,false,false,true,false,,,,,,,,"Zadok

(1 Chronicles 6:8, 6:53)"
322,Ahitub,false,false,false,true,false,,,,,,,,"(1 Chronicles 6:7, 6:52)"
323,Amariah,false,false,false,true,false,,,,,,,,"Amariah

(1 Chronicles 23:19, 1 Chronicles 24:23)"
324,Azariah,true,false,false,true,false,,,,,,,Ezra 7:3,"(1 Chronicles 6:10, Ezra 7:3)"
325,Johanan,false,false,false,true,false,,,,,,,,"Johanan

(1 Chronicles 3:24)"
326,Azariah,true,false,false,true,false,,,,,,,Ezra 7:3,"(1 Chronicles 6:9, Ezra 7:3)"
327,Ahimaaz,false,false,false,true,false,,,,,,,,"Ahimaaz

(1 Chronicles 6:8, 6:53)"
328,Zadok,true,false,false,true,false,,,,,,,,"(1 Chronicles 6:8, 6:53)"
329,Ahitub,false,false,false,true,false,,,,,,,,"(1 Chronicles 6:7, 6:52)"
330,Amariah,false,false,false,true,false,,,,,,,Ezra 7:3,"(1 Chronicles 6:7, 6:52, Ezra 7:3)"
331,Meraioth,false,false,false,true,false,,,,,,,Ezra 7:3,"Meraioth

(1 Chronicles 6:6, 6:52, Ezra 7:3-4)"
332,Zerahiah,false,false,false,true,false,,,,,,,Ezra 7:4,"Zerahiah

(1 Chronicles 6:6, 6:51, Ezra 7:4)"
333,Uzzi,false,false,false,true,false,,,,,,,Ezra 7:4,"(1 Chronicles 6:5, 6:51, Ezra 7:4)"
334,Bukki,false,false,false,true,false,,,,,,,Ezra 7:4,"Bukki

(1 Chronicles 6:5, 6:51, Ezra 7:4-5)"
335,Abishua,false,false,false,true,false,,,,,,,Ezra 7:5,"(1 Chronicles 6:4, 1 Chronicles 6:50, Ezra 7:5)"
336,Phinehas,false,false,false,true,false,,,,,,,Exodus 6:25; Numbers 25:7; Ezra 7:5; Numbers 25:11,"(Exodus 6:25, Numbers 25:7-8, 1 Chronicles 6:50, Ezra 7:5) The LORD gave Phinehas His covenant of peace- covenant of a perpetual priesthood (Numbers 25:11-13)"
337,Eleazar,true,false,false,true,false,,,,,,,Exodus 6:23; Numbers 3:2; Numbers 26:60; Ezra 7:5; Numbers 3:38,"(Exodus 6:23, Numbers 3:2, Numbers 26:60, 1 Chronicles 6:3, 6:50, 24:1, Ezra 7:5) Moses, Aaron, and his sons were to camp before the tabernacle eastward, toward the sunrise (Numbers 3:38)."
338,Abihu,false,false,false,true,false,,,,,,,Exodus 6:23; Numbers 3:2; Numbers 26:60,"Abihu

(Exodus 6:23, Numbers 3:2, Numbers 26:60, 1 Chronicles 6:3, 1 Chronicles 24:1-2)"
339,Nadab,false,false,false,true,false,,,,,,,Exodus 6:23; Numbers 3:2; Numbers 26:60,"(Exodus 6:23, Numbers 3:2, Numbers 26:60, 1 Chronicles 6:3, 1 Chronicles 24:1-2)"
340,Aaron,false,false,false,true,false,,,,,,,Exodus 6:20; Numbers 26:59; Numbers 3:38,"Aaron

Lived: 1559-1436 BCE (123 years)

(Exodus 6:20, Numbers 26:59, 1 Chronicles 6:3, 1 Chronicles 23:13)

Moses, Aaron, and his sons were to camp before the tabernacle eastward, toward the sunrise (Numbers 3:38)."
341,Amram,true,false,false,true,false,,,,,,,Exodus 6:18; Numbers 3:19,"Amram

Lived: 1668-1531 BCE (133 years)

(Exodus 6:18, Numbers 3:19, 1 Chronicles 6:2, 1 Chronicles 6:18, 1 Chronicles 23:12)"
342,Kohath,false,false,false,true,false,,,,,,,Genesis 46:11; Exodus 6:16; Numbers 3:17; Numbers 3:29,"Kohath

Lived: 1687-1554 BCE (133 years)

(Genesis 46:11, Exodus 6:16, Numbers 3:17, 1 Chronicles 2:1, 6:1, 6:16)

The families of the sons of Kohath were to camp on the southward side of the tabernacle (Numbers 3:29)."
343,Jochebed,false,false,false,true,false,,,,,,,Exodus 6:20; Numbers 26:59,"Jochebed

(Exodus 6:20, Numbers 26:59)"
344,Shimei,false,false,false,true,false,,,,,,,,"Shimei

(1 Chronicles 5:4)"
345,Jeatherai,false,false,false,true,false,,,,,,,,"Jeatherai

(1 Chronicles 6:21)"
346,Zerah,false,false,false,true,false,,,,,,,,(1 Chronicles 6:21)
347,Iddo,false,false,false,true,false,,,,,,,,"Iddo

(1 Chronicles 6:21)"
348,Joah,false,false,false,true,false,,,,,,,,"Joah

(1 Chronicles 6:20-21)"
349,Zimmah,false,false,false,true,false,,,,,,,,"Zimmah

(1 Chronicles 6:20, 1 Chronicles 6:42)"
350,Asaph,false,false,false,true,false,,,,,,,,"Asaph

(1 Chronicles 6:39)"
351,Berechiah,false,false,false,true,false,,,,,,,,"Berechiah

(1 Chronicles 3:20)"
352,Shimea,false,false,false,true,false,,,,,,,,(1 Chronicles 6:39)
353,Michael,false,false,false,true,false,,,,,,,,"Michael

(1 Chronicles 7:3)"
354,Baaseiah,false,false,false,true,false,,,,,,,,"Baaseiah

(1 Chronicles 6:40)"
355,Malchijah,false,false,false,true,false,,,,,,,,"Malchijah

(1 Chronicles 6:40)"
356,Ethni,false,false,false,true,false,,,,,,,,(1 Chronicles 6:41)
357,Zerah,false,false,false,true,false,,,,,,,,(1 Chronicles 6:41)
358,Adaiah,false,false,false,true,false,,,,,,,,"Adaiah

(1 Chronicles 8:21)"
359,Ethan,false,false,false,true,false,,,,,,,,"Ethan

(1 Chronicles 6:44)"
360,Zimmah,false,false,false,true,false,,,,,,,,"(1 Chronicles 6:20, 1 Chronicles 6:42)"
361,Shimei,false,false,false,true,false,,,,,,,,"(1 Chronicles 6:20, 1 Chronicles 6:42)"
362,Jahath,false,false,false,true,false,,,,,,,,"Jahath

(1 Chronicles 4:2)"
363,Libni,false,false,false,true,false,,,,,,,,"Libni

(1 Chronicles 6:29)"
364,Gershon (Gershom),false,false,false,true,false,,,,,,,Genesis 46:11; Exodus 6:16; Numbers 3:17; Numbers 3:23,"Gershon (Gershom)

(Genesis 46:11, Exodus 6:16, Numbers 3:17, 1 Chronicles 2:1, 6:1, 6:16, 6:43)

The families of the Gershonites were to camp behind the tabernacle westward (Numbers 3:23)."
365,Levi,true,false,false,true,false,,,,,,,Genesis 29:34,"(Genesis 29:34, 1 Chronicles 2:1) More details are available at Psalm11918.org"
366,Simeon,true,false,false,true,true,,,,,,,Genesis 29:33,"(Genesis 29:33, 1 Chronicles 2:1) More details are available at Psalm11918.org"
367,Reuben,false,false,false,true,true,,,,,,,Genesis 29:32,"Reuben

(Genesis 29:32, 1 Chronicles 2:1, 1 Chronicles 5:1)

More details are available
at Psalm11918.org"
368,Jacob/Israel,false,false,false,true,false,,,,,,Leah (Genesis 29:23) Rachel (Genesis 29:28) (Genesis 21:26,Genesis 29:23; Genesis 29:28; Genesis 21:26; Luke 3:34; Genesis 49:33; Genesis 32:28,"Jacob/Israel

Lived: 1816-1669 BCE (147 years)

Spouse: Leah (Genesis 29:23)
Rachel (Genesis 29:28)
 

(Genesis 21:26, 1 Chronicles 1:34, Luke 3:34, Genesis 49:33)

G-d changed Jacob's name to Israel (Genesis 32:28)."
369,Korah,false,false,false,true,false,,,,,,,Genesis 36:5,"(Genesis 36:5, 1 Chronicles 1:35)"
370,Jalam,false,false,false,true,false,,,,,,,Genesis 36:5,"Jalam

(Genesis 36:5, 1 Chronicles 1:35)"
371,Jeush,false,false,false,true,false,,,,,,,,"Jeush

(1 Chronicles 7:10)"
372,Reuel,false,false,false,true,true,,,,,,,Genesis 36:4,"Reuel

(Genesis 36:4, 1 Chronicles 1:35)"
373,Amalekites,false,false,false,true,false,,,,,,,Deuteronomy 25:17,"Amalekites

There is a commandment to remember what Amalek did to Israel and to blot out their name from under heaven. (Deuteronomy 25:17-19)"
374,Amalek,false,false,false,true,false,,,,,,,Genesis 36:12,"Amalek

(Genesis 36:12, 15-16, 1 Chronicles 1:36)"
375,Timna,false,false,false,true,false,,,,,,,,"Timna

(1 Chronicles 1:36)"
376,Kenaz,false,false,false,true,false,,,,,,,Genesis 36:11,"(Genesis 36:11, 15-16, 1 Chronicles 1:36)"
377,Gatam,false,false,false,true,false,,,,,,,Genesis 36:11,"Gatam

(Genesis 36:11, 15-16, 1 Chronicles 1:36)"
378,Zepho (or Zephi),false,false,false,true,false,,,,,,,Genesis 36:11,"Zepho (or Zephi)

(Genesis 36:11, 15-16, 1 Chronicles 1:36)"
379,Omar,false,false,false,true,false,,,,,,,Genesis 36:11,"Omar

(Genesis 36:11, 15-16, 1 Chronicles 1:36)"
380,Teman,false,false,false,true,false,,,,,,,Genesis 36:11,"Teman

(Genesis 36:11, 15-16, 1 Chronicles 1:36)"
381,Eliphaz,false,false,false,true,false,,,,,,,Genesis 36:4,"Eliphaz

(Genesis 36:4, 1 Chronicles 1:35)"
382,Esau (Edom),false,false,false,true,false,,,,,,Judith-Oholibamah (Genesis 26:34,Genesis 26:34; Genesis 28:9; Genesis 25:25; Genesis 25:23,"Esau (Edom)

Lived: 1816-?? BCE (?? years)

Spouse: Judith-Oholibamah (Genesis 26:34, 36:2)
Basemath-Adah (Genesis 26:34, 36:2)
Mahalath (Genesis 28:9)
 

(Genesis 25:25, 1 Chronicles 1:34)

G-d declared that Esau would serve his younger twin brother, Jacob, before they were born (Genesis 25:23)."
383,Isaac,true,false,false,true,false,,,,,,Rebekah (Genesis 25:20) (Genesis 21:5,Genesis 25:20; Genesis 21:5; Luke 3:34; Genesis 35:28; Genesis 17:19,"Isaac

Lived: 1876-1696 BCE (180 years)

Spouse: Rebekah (Genesis 25:20)
 

(Genesis 21:5, 1 Chronicles 1:34, Luke 3:34, Genesis 35:28-29)

G-d named Isaac before he was even born (Genesis 17:19)."
384,Ishmael,false,false,false,true,true,,,,,,,Genesis 16:16; Genesis 25:17; Genesis 21:20,"(Genesis 16:16, 1 Chronicles 1:28, Genesis 25:17) Ishmael became an archer (Genesis 21:20)."
385,Abram/Abraham,false,false,false,true,false,,,1948 years from the creation of the world,,,Sarai/Sarah (Genesis 11:29,Genesis 11:29; Genesis 11:26; Luke 3:34; Genesis 25:7; Genesis 17:5; Genesis 14:13,"Abram/Abraham

Lived: 1976-1801 BCE (175 years)

Spouse: Sarai/Sarah (Genesis 11:29, 17:15)
 

(Genesis 11:26, 1 Chronicles 1:26-27, Luke 3:34, Genesis 25:7-10)

G-d renamed Abram to Abraham (Genesis 17:5).

Abram was the first person called 'Hebrew' in the Bible (Genesis 14:13).

Abram was born 1948 years from the creation of the world."
386,Ammonites,false,false,false,true,false,,,,,,,Genesis 19:38,"Ammonites

(Genesis 19:38)"
387,Ben Ammi,false,false,false,true,false,,,,,,,Genesis 19:38,"Ben Ammi

(Genesis 19:38)"
388,Moabites,false,false,false,true,false,,,,,,,Genesis 19:37,"Moabites

(Genesis 19:37)"
389,Moab,false,false,false,true,false,,,,,,,Genesis 19:37,"Moab

(Genesis 19:37)"
390,Lot,false,false,false,true,false,,,,,,,Genesis 11:27; Genesis 19:29,"Lot

(Genesis 11:27)

Lot and his family were the only ones saved from the destruction of Sodom and Gomorrah (Genesis 19:29)"
391,Haran,false,false,false,true,false,,,,,,,,"Haran

(1 Chronicles 2:46)"
392,Terah,true,false,false,true,false,,,,,,,Genesis 11:24; Luke 3:34; Genesis 11:32,"Terah

Lived: 2046-1841 BCE (205 years)

(Genesis 11:24, 1 Chronicles 1:25-26, Luke 3:34, Genesis 11:32)"
393,Nahor,true,false,false,true,false,,,,,,,Genesis 11:22; Luke 3:34; Genesis 11:24,"(Genesis 11:22, 1 Chronicles 1:25-26, Luke 3:34-35, Genesis 11:24-25)"
394,Serug,true,false,false,true,false,,,,,,,Genesis 11:20; Luke 3:35; Genesis 11:22,"Serug

Lived: 2105-1875 BCE (230 years)

(Genesis 11:20, 1 Chronicles 1:25-26, Luke 3:35, Genesis 11:22-23)"
395,Reu,true,false,false,true,false,,,,,,,Genesis 10:25; Luke 3:35; Genesis 11:20,"Reu

Lived: 2137-1898 BCE (239 years)

(Genesis 10:25, 1 Chronicles 1:24-25, Luke 3:35, Genesis 11:20-21)"
396,Peleg,true,false,false,true,false,,,after the Flood,,,,Genesis 10:25; Luke 3:35; Genesis 11:18,"Peleg

Lived: 2167-1928 BCE (239 years)

(Genesis 10:25, 1 Chronicles 1:19, Luke 3:35, Genesis 11:18-19)

The first person of Scripture's genealogies to die after the Flood was someone born after the Flood: Peleg."
397,Joktan,false,false,false,true,true,,,,,,,Genesis 10:25,"Joktan

(Genesis 10:25, 1 Chronicles 1:19)"
398,Eber (or Heber),false,false,false,true,false,,,,,,,Genesis 10:24; Luke 3:35; Genesis 11:17; Genesis 14:13,"Eber (or Heber)

Lived: 2201-1737 BCE (464 years)

(Genesis 10:24, 1 Chronicles 1:18, Luke 3:35, Genesis 11:17-18)

Eber/Heber is the person who became the father of the Hebrews. Abram was the first to be called a Hebrew in Scripture (Genesis 14:13)."
399,Shelah,true,false,false,true,false,,,,,,,Genesis 10:24; Luke 3:35,"(Genesis 10:24, 1 Chronicles 1:18, Luke 3:35)"
400,Arpachshad (or Arphaxad),false,false,false,true,false,,,,,,,Genesis 10:22; Luke 3:36,"Arpachshad (or Arphaxad)

Lived: 2266-1828 BCE (438 years)

(Genesis 10:22, 1 Chronicles 1:17, Luke 3:36)"
401,Asshur,false,false,false,true,false,,,,,,,Genesis 10:22,"Asshur

(Genesis 10:22, 1 Chronicles 1:17)"
402,Elam,false,false,false,true,false,,,,,,,,"Elam

(1 Chronicles 8:24)"
403,Shem,true,false,false,true,false,,,,,,,Genesis 5:32; Luke 3:36; Genesis 11:10; Genesis 10:21; Genesis 9:22,"Shem

Lived: 2366-1766 BCE (600 years)

(Genesis 5:32, 1 Chronicles 1:4, Luke 3:36)(Genesis 11:10-11)

Shem was the oldest of Noah's sons (Shem is older than Japheth- Genesis 10:21, Ham is the youngest son- Genesis 9:22-24)"
404,Noah,true,false,false,true,false,,,,,,,Numbers 27:1,"Noah

(Numbers 27:1)"
405,Lamech,true,false,false,true,false,,,,,,Adah and Zillah (Genesis 4:19) (Genesis 4:18),Genesis 4:19; Genesis 4:18,"Lamech

Spouse: Adah and Zillah (Genesis 4:19)
 

(Genesis 4:18)"
406,Methuselah,true,false,false,true,false,,,,,,,Genesis 5:21; Luke 3:37; Genesis 5:27,"Methuselah

Lived: 3237-2268 BCE (969 years)

(Genesis 5:21, 1 Chronicles 1:2, Luke 3:37, Genesis 5:27)"
407,Enoch,true,false,false,true,false,,,,,,,Genesis 4:17,"Enoch

(Genesis 4:17)"
408,Jared,true,false,false,true,false,,,,,,,Genesis 5:15; Luke 3:37; Genesis 5:20,"Jared

Lived: 3464-2502 BCE (962 years)

(Genesis 5:15, 1 Chronicles 1:2, Luke 3:37, Genesis 5:20)"
409,Mahalalel,true,false,false,true,false,,,,,,,Genesis 5:12; Luke 3:37; Genesis 5:17,"Mahalalel

Lived: 3529-2634 BCE (895 years)

(Genesis 5:12, Luke 3:37, Genesis 5:17)"
410,Kenan,true,false,false,true,false,,,,,,,Genesis 4:26; Genesis 5:14,"Kenan

Lived: 3599-2689 BCE (910 years)

(Genesis 4:26, 1 Chronicles 1:2, Genesis 5:14)"
411,Enosh,true,false,false,true,false,,,,,,,Genesis 4:26; Luke 3:38; Genesis 5:11,"Enosh

Lived: 3689-2784 BCE (905 years)

(Genesis 4:26, 1 Chronicles 1:1, Luke 3:38, Genesis 5:11)"
412,Seth,true,false,false,true,false,,,,,,,Genesis 4:25; Luke 3:38; Genesis 5:8,"Seth

Lived: 3794-2882 BCE (912 years)

(Genesis 4:25, 1 Chronicles 1:1, Luke 3:38, Genesis 5:8)"
413,Lamech,true,false,false,true,true,,,,,,,Genesis 4:18,(Genesis 4:18)
414,Methushael,false,false,false,true,false,,,,,,,Genesis 4:18,"Methushael

(Genesis 4:18)"
415,Mehujael,false,false,false,true,false,,,,,,,Genesis 4:18,"Mehujael

(Genesis 4:18)"
416,Irad,false,false,false,true,false,,,,,,,Genesis 4:18,"Irad

(Genesis 4:18)"
417,Enoch,true,false,false,true,false,,,,,,,Genesis 4:17,(Genesis 4:17)
418,Cain,false,false,false,true,false,,,,,,,Genesis 4:1; Genesis 4:16,"Cain

(Genesis 4:1, Genesis 4:16)"
419,Abel,false,false,false,true,false,,,,,,,Genesis 4:2; Genesis 4:8,"Abel

(Genesis 4:2, Genesis 4:8)"
420,Adam,true,false,false,true,false,,,,,,Eve (Genesis 3:20) Adam was created by G-d on the sixth day (Genesis 2:19,Genesis 3:20; Genesis 2:19; Genesis 5:5,"Adam

Lived: 3924-2994 BCE (930 years)

Spouse: Eve (Genesis 3:20)
 

Adam was created by G-d on the sixth day (Genesis 2:19, Genesis 5:5)"
421,Hamathites,false,false,false,false,false,,,,,,,Genesis 10:15,"Hamathites

(Genesis 10:15-16, 1 Chronicles 1:13-14)"
422,Zemarites,false,false,false,false,false,,,,,,,Genesis 10:15,"Zemarites

(Genesis 10:15-16, 1 Chronicles 1:13-14)"
