id,name,messiahLine,levitical,judge,initiallyVisible,hadCollapsedChildren,age,yearsLived,born,died,tribe,spouse,refs,tooltipRaw
1,Canaan,false,false,false,true,true,,,,,,,Genesis 10:6,"Canaan

(Genesis 10:6, 1 Chronicles 1:8)"
2,Put,false,false,false,true,false,,,,,,,Genesis 10:6,"Put

(Genesis 10:6, 1 Chronicles 1:8)

Put is the Biblical name of the person who became the modern day nation Libya."
3,Mizraim,false,false,false,true,true,,,,,,,Genesis 10:6,"Mizraim

(Genesis 10:6, 1 Chronicles 1:8)

Mizraim is the Biblical name of the person who became the modern day nation Egypt."
4,Cush,false,false,false,true,true,,,,,,,Genesis 10:6,"Cush

(Genesis 10:6, 1 Chronicles 1:8)

Cush is the Biblical name of the person who became the modern day nation Ethiopia."
5,Ham,false,false,false,true,false,,,,,,,Genesis 5:32,"Ham

(Genesis 5:32, 1 Chronicles 1:4)"
6,Japheth,false,false,false,true,true,,,,,,,Genesis 5:32,"Japheth

Lived: 2368-?? BCE (?? years)

(Genesis 5:32, 1 Chronicles 1:4)"
7,Aram,true,false,false,true,true,,,,,,,,"Aram

(1 Chronicles 7:34)"
8,Lud,false,false,false,true,false,,,,,,,Genesis 10:13,"Lud

(Genesis 10:13, 1 Chronicles 1:11)"
9,Maacah,false,false,false,true,false,,,,,,,,"Maacah

(1 Chronicles 7:15)"
10,Tahash,false,false,false,true,false,,,,,,,Genesis 10:22,"Lud

(Genesis 10:22, 1 Chronicles 1:17)"
11,Gaham,false,false,false,true,false,,,,,,,Genesis 22:24,Mother:Reumah (Genesis 22:24)
12,Tebah,false,false,false,true,false,,,,,,,Genesis 22:24,Mother:Reumah (Genesis 22:24)
13,Rachael,false,false,false,true,false,,,,,,,Genesis 29:10; Genesis 29:16,"(Genesis 29:10, Genesis 29:16)"
14,Leah,false,false,false,true,false,,,,,,,Genesis 29:10; Genesis 29:16,"Leah

(Genesis 29:10, Genesis 29:16)"
15,Laban,false,false,false,true,false,,,,,,,Genesis 24:29,"Laban

(Genesis 24:29)"
16,Rebekah,false,false,false,true,false,,,,,,,Genesis 22:23,"Rebekah

(Genesis 22:23)"
17,Bethuel,false,false,false,true,false,,,,,,,Genesis 22:22,"Bethuel

(Genesis 22:22)"
18,Jidlaph,false,false,false,true,false,,,,,,,Genesis 22:22,(Genesis 22:22)
19,Pildash,false,false,false,true,false,,,,,,,Genesis 22:22,"Pildash

(Genesis 22:22)"
20,Hazo,false,false,false,true,false,,,,,,,Genesis 22:22,(Genesis 22:22)
21,Chesed,false,false,false,true,false,,,,,,,Genesis 22:21,"Kemuel

(Genesis 22:21)"
22,Kemuel,false,false,false,true,true,,,,,,,Genesis 22:21,"Kemuel

(Genesis 22:21)"
23,Buz,false,false,false,true,false,,,,,,,Genesis 22:21,"Buz

(Genesis 22:21)"
24,Uz,false,false,false,true,false,,,,,,,Genesis 10:23,"Uz

(Genesis 10:23, 1 Chronicles 1:17)"
25,Nahor,true,false,false,true,false,,,,,,,Genesis 11:22; Luke 3:34; Genesis 11:24,"Nahor

Lived: 2075-1927 BCE (148 years)

(Genesis 11:22, 1 Chronicles 1:25-26, Luke 3:34-35, Genesis 11:24-25)"
26,Shuah,false,false,false,true,false,,,,,,,Genesis 25:1,(Genesis 25:1-2)
27,Ishbak,false,false,false,true,false,,,,,,,Genesis 25:1,(Genesis 25:1-2)
28,Midian,false,false,false,true,true,,,,,,,Genesis 25:1,(Genesis 25:1-2)
29,Medan,false,false,false,true,false,,,,,,,Genesis 25:1,"Medan

(Genesis 25:1-2)"
30,Jokshan,false,false,false,true,true,,,,,,,Genesis 25:1,"Jokshan

(Genesis 25:1-2)"
31,Zimran,false,false,false,true,false,,,,,,,Genesis 25:1,"Zimran

(Genesis 25:1-2)"
32,Dinah,false,false,false,true,false,,,,,,,Genesis 30:21,"Dinah

(Genesis 30:21, 34:1, 46:15)"
33,Shimeam,false,false,false,true,false,,,,,,,,(1 Chronicles 9:38)
34,Mikloth,false,false,false,true,false,,,,,,,Genesis 30:21,"Dinah

(Genesis 30:21, 34:1, 46:15)"
35,Zechariah,false,false,false,true,false,,,,,,,,"Zechariah

(1 Chronicles 5:7)"
36,Ahio,false,false,false,true,false,,,,,,,,"Ahio

(1 Chronicles 8:14)"
37,Gedor,false,false,false,true,false,,,,,,,,"Gedor

(1 Chronicles 4:4)"
38,Nadab,false,false,false,true,false,,,,,,,,"Nadab

(1 Chronicles 2:28)"
39,Eshbaal,false,false,false,true,false,,,,,,,,"Eshbaal

(1 Chronicles 9:39)"
40,Abinadab,false,false,false,true,false,,,,,,,,"Abinadab

(1 Chronicles 2:13)"
41,Malchi-shua,false,false,false,true,false,,,,,,,,"Malchi-shua

(1 Chronicles 9:39)"
42,Hanan,false,false,false,true,false,,,,,,,,"Hanan

(1 Chronicles 8:23)"
43,Obadiah,false,false,false,true,false,,,,,,,,"Obadiah

(1 Chronicles 3:21)"
44,Sheariah,false,false,false,true,false,,,,,,,,"Sheariah

(1 Chronicles 9:44)"
45,Ishmael,false,false,false,true,false,,,,,,Unnamed Egyptian (Genesis 21:21) (Genesis 16:16,Genesis 21:21; Genesis 16:16; Genesis 25:17; Genesis 21:20,"Ishmael

Lived: 1890-1753 BCE (137 years)

Spouse: Unnamed Egyptian (Genesis 21:21)
 

(Genesis 16:16, 1 Chronicles 1:28, Genesis 25:17)

Ishmael became an archer (Genesis 21:20)."
46,Bocheru,false,false,false,true,false,,,,,,,,"Bocheru

(1 Chronicles 9:44)"
47,Azrikam,false,false,false,true,false,,,,,,,,"Azrikam

(1 Chronicles 3:23)"
48,Azel,false,false,false,true,false,,,,,,,,"Azel

(1 Chronicles 9:43)"
49,Eleasah,false,false,false,true,false,,,,,,,,"Eleasah

(1 Chronicles 2:39)"
50,Rephaiah,false,false,false,true,false,,,,,,,,"Rephaiah

(1 Chronicles 3:21)"
51,Binea,false,false,false,true,false,,,,,,,,"Binea

(1 Chronicles 9:43)"
52,Moza,false,false,false,true,false,,,,,,,,"Moza

(1 Chronicles 2:46)"
53,Zimri,false,false,false,true,false,,,,,,,,"Zimri

(1 Chronicles 9:42)"
54,Azmaveth,false,false,false,true,false,,,,,,,,"Azmaveth

(1 Chronicles 9:42)"
55,Alemeth,false,false,false,true,false,,,,,,,,"Alemeth

(1 Chronicles 7:8)"
56,Jarah,false,false,false,true,false,,,,,,,,"Jarah

(1 Chronicles 9:42)"
57,Ahaz,true,false,false,true,false,,,,,,,Matthew 1:9,"Ahaz

(1 Chronicles 3:13, Matthew 1:9)"
58,Tahrea,false,false,false,true,false,,,,,,,,"Tahrea

(1 Chronicles 9:41)"
59,Melech,false,false,false,true,false,,,,,,,,"Melech

(1 Chronicles 9:41)"
60,Pithon,false,false,false,true,false,,,,,,,,"Pithon

(1 Chronicles 9:41)"
61,Micah,false,false,false,true,false,,,,,,,,"Micah

(1 Chronicles 5:5)"
62,Merib-baal,false,false,false,true,false,,,,,,,,"Merib-baal

(1 Chronicles 9:40)

Called Mephibosheth in 2 Samuel 4 and 2 Samuel 9"
63,Jonathan,false,false,false,true,false,,,,,,,,"Jonathan

(1 Chronicles 2:32)"
64,Saul,false,false,false,true,false,,,,,,,,"Saul

(1 Samuel 9:2)"
65,Kish,false,false,false,true,false,,,,,,,,"Kish

(1 Chronicles 23:21)"
66,Ner (or Abiel),false,false,false,true,false,,,,,,,,"Ner (or Abiel)

(1 Chronicles 9:36)Ner may have been given the name 'Abiel' (Father of G-d) in 1 Samuel 9:2 because he was the Leverite father of Kish's (his elder brother) son whom he named Kish."
67,Baal,false,false,false,true,false,,,,,,,,"Baal

(1 Chronicles 5:5)"
68,Kish,false,false,false,true,false,,,,,,,,(1 Chronicles 9:36)
69,Zur,false,false,false,true,false,,,,,,,,"Zur

(1 Chronicles 9:36)"
70,Abdon,false,false,true,true,false,,,,,,,,"Abdon

(1 Chronicles 8:23)"
71,Jeiel,false,false,false,true,false,,,,,,,,"Jeiel

(1 Chronicles 5:7)"
72,Zeror,false,false,false,true,false,,,,,,,,"Zeror

(1 Samuel 9:1)"
73,Becorath,false,false,false,true,false,,,,,,,,"Becorath

(1 Samuel 9:1)"
74,Rapha (or Aphiah?),false,false,false,true,false,,,,,,,,"Rapha (or Aphiah?)

(1 Chronicles 8:1)"
75,Nohah,false,false,false,true,false,,,,,,,,"Nohah

(1 Chronicles 8:1)"
76,Aharah,false,false,false,true,false,,,,,,,,"Aharah

(1 Chronicles 8:1)"
77,Ashbel (or Jediael?),false,false,false,true,true,,,,,,,Genesis 46:21; Numbers 26:38,"Ashbel (or Jediael?)

(Genesis 46:21, Numbers 26:38, 1 Chronicles 7:6, 1 Chronicles 8:1)"
78,Becher,false,false,false,true,true,,,,,,,Genesis 46:21; Numbers 26:38,"Becher

(Genesis 46:21, Numbers 26:38, 1 Chronicles 7:6)"
79,Naaman,false,false,false,true,false,,,,,,,,"Naaman

(1 Chronicles 8:4)"
80,Ehud,false,false,true,true,true,,,,,,,,"Ehud

(1 Chronicles 7:10)"
81,Shephuphan,false,false,false,true,true,,,,,,,,"Shephuphan

(1 Chronicles 8:5)"
82,Gera,false,false,false,true,false,,,,,,,,"Gera

(1 Chronicles 8:3)"
83,Ahoah (or Ahiah),false,false,false,true,false,,,,,,,,"Ahoah (or Ahiah)

(1 Chronicles 8:4, 8:7)"
84,Naaman,false,false,false,true,false,,,,,,,,(1 Chronicles 8:4)
85,Abishua,false,false,false,true,false,,,,,,,Ezra 7:5,"Abishua

(1 Chronicles 6:4, 1 Chronicles 6:50, Ezra 7:5)"
86,Abihud,false,false,false,true,false,,,,,,,Matthew 1:13,"Abihud

(Matthew 1:13)"
87,Gera,false,false,false,true,false,,,,,,,,(1 Chronicles 8:3)
88,Ard (or Addar?),false,false,false,true,false,,,,,,,Numbers 26:41,"Ard (or Addar?)

(Numbers 26:41, 1 Chronicles 8:3)"
89,Iri,false,false,false,true,true,,,,,,,,"Iri

(1 Chronicles 7:7)"
90,Jerimoth,false,false,false,true,false,,,,,,,,"Jerimoth

(1 Chronicles 24:30)"
91,Uzziel,false,false,false,true,false,,,,,,,Exodus 6:18; Numbers 3:19,"Uzziel

(Exodus 6:18, Numbers 3:19, 1 Chronicles 6:2, 1 Chronicles 6:18, 1 Chronicles 23:12)"
92,Uzzi,false,false,false,true,false,,,,,,,,"Uzzi

(1 Chronicles 7:2)"
93,Ezbon,false,false,false,true,false,,,,,,,,"Ezbon

(1 Chronicles 7:7)"
94,Bela,false,false,false,true,false,,,,,,,,"Bela

(1 Chronicles 5:7)"
95,Benjamin,false,false,false,true,false,,,,,,,,"Benjamin

(1 Chronicles 7:10)"
96,Joshua,true,false,false,true,false,,,,,,,Haggai 1:1; Haggai 1:12; Zechariah 6:11,"Joshua

(Haggai 1:1, Haggai 1:12, Zechariah 6:11)"
97,Nun (or Non),false,false,false,true,false,,,,,,,,"Nun (or Non)

(1 Chronicles 7:27)"
98,Elishama,false,false,false,true,false,,,,,,,Jeremiah 36:12,"Elishama

(1 Chronicles 2:41)Is this possibly the Elishama the scribe mentioned in Jeremiah 36:12, 36:20-21?"
99,Ammihud,false,false,false,true,false,,,,,,,,"Ammihud

(1 Chronicles 7:26)"
100,Ladan,false,false,false,true,false,,,,,,,,"Ladan

(1 Chronicles 7:26)"
101,Tahan,false,false,false,true,false,,,,,,,,"Tahan

(1 Chronicles 7:25)"
102,Telah,false,false,false,true,false,,,,,,,,"Telah

(1 Chronicles 7:25)"
103,Resheph,false,false,false,true,false,,,,,,,,"Resheph

(1 Chronicles 7:25)"
104,Rephah,false,false,false,true,false,,,,,,,,"Rephah

(1 Chronicles 7:25)"
105,Sheerah,false,false,false,true,false,,,,,,,,"Sheerah

(1 Chronicles 7:24)"
106,Beriah,false,false,false,true,false,,,,,,,Genesis 46:17,"Beriah

(Genesis 46:17, 1 Chronicles 7:30)"
107,Elead,false,false,false,true,false,,,,,,,,"Elead

(1 Chronicles 7:21)"
108,Ezer,false,false,false,true,false,,,,,,,,"Ezer

(1 Chronicles 4:4)"
109,Shuthelah,false,false,false,true,true,,,,,,,,"Shuthelah

(1 Chronicles 7:21)"
110,Ephraim,false,false,false,true,false,,,,,,,Genesis 41:52,"Ephraim

(Genesis 41:52)

More details are available
at Psalm11918.org"
111,Manasseh,true,false,false,true,true,,,,,,,Matthew 1:10,"Manasseh

(1 Chronicles 3:13, Matthew 1:10)"
112,Joseph,true,false,false,true,false,,,,,,,Luke 3:30,"Joseph

(Luke 3:30)"
113,Zebulun,false,false,false,true,true,,,,,,,Genesis 30:20,"Zebulun

(Genesis 30:20, 1 Chronicles 2:1)

More details are available
at Psalm11918.org"
114,Issachar,false,false,false,true,true,,,,,,,Genesis 29:33,"Issachar

(Genesis 29:33, 1 Chronicles 2:1)

More details are available
at Psalm11918.org"
115,Asher,false,false,false,true,true,,,,,,,Genesis 30:13,"Asher

(Genesis 30:13, 1 Chronicles 2:2)

More details are available
at Psalm11918.org"
116,Gad,false,false,false,true,true,,,,,,,Genesis 30:11,"Gad

(Genesis 30:11, 1 Chronicles 2:2)

More details are available
at Psalm11918.org"
117,Naphtali,false,false,false,true,true,,,,,,,Genesis 30:8,"Naphtali

(Genesis 30:8, 1 Chronicles 2:2)

More details are available
at Psalm11918.org"
118,Dan,false,false,false,true,true,,,,,,,Genesis 30:6,"Dan

(Genesis 30:6, 1 Chronicles 2:2)

More details are available
at Psalm11918.org"
119,Zerah,false,false,false,true,true,,,,,,,Genesis 36:13,"Zerah

(Genesis 36:13, 36:17, 1 Chronicles 1:37)"
120,Hamul,false,false,false,true,false,,,,,,,Genesis 46:12; Numbers 26:21,"Hamul

(Genesis 46:12, Numbers 26:21, 1 Chronicles 2:5)"
121,Jair,false,false,true,true,false,,,,,,,Judges 10:3,"Jair

(Judges 10:3)

Shechem is a grandchild of Gilead and therefore a Gileadite.

Jair judged Israel twenty-two years."
122,Segub,false,false,false,true,false,,,,,,,,"Segub

(1 Chronicles 2:21)"
123,Ashhur,false,false,false,true,true,,,,,,Helah and Naarah (1 Chronicles 4:5) (1 Chronicles 2:24),,"Ashhur

Spouse: Helah and Naarah (1 Chronicles 4:5)
 

(1 Chronicles 2:24)"
124,Caleb (or Carmi or Chelubai),false,false,false,true,true,,,,,,Azubah and Jerioth (1 Chronicles 2:18) and Ephrath (1 Chronicles 2:19) (1 Chronicles 2:9,,"Caleb (or Carmi or Chelubai)

Spouse: Azubah and Jerioth (1 Chronicles 2:18) and Ephrath (1 Chronicles 2:19)
 

(1 Chronicles 2:9, 1 Chronicles 2:18, 1 Chronicles 2:42)"
125,Abigail,false,false,false,true,true,,,,,,Jether the Ishmaelite (1 Chronicles 2:17) (1 Chronicles 2:16),,"Abigail

Spouse: Jether the Ishmaelite (1 Chronicles 2:17)
 

(1 Chronicles 2:16)"
126,Zeruiah,false,false,false,true,true,,,,,,,,"Zeruiah

(1 Chronicles 2:16)"
127,Tamar,false,false,false,true,false,,,,,,,,"Tamar

(1 Chronicles 3:9)"
128,Japhia,false,false,false,true,false,,,,,,,,"Japhia

(1 Chronicles 3:7)"
129,Nepheg,false,false,false,true,false,,,,,,,Exodus 6:21,"Nepheg

(Exodus 6:21)"
130,Nogah,false,false,false,true,false,,,,,,,,"Nogah

(1 Chronicles 3:7)"
131,Eliphelet,false,false,false,true,false,,,,,,,,"Eliphelet

(1 Chronicles 3:6)"
132,Elishama,false,false,false,true,false,,,,,,,,(1 Chronicles 3:6)
133,Ibhar,false,false,false,true,false,,,,,,,,"Ibhar

(1 Chronicles 3:6)"
134,Shallum,false,false,false,true,false,,,,,,,,"Shallum

(1 Chronicles 4:25)"
135,Zedekiah (or Matteniah),false,false,false,true,false,,,,,,,,"Zedekiah (or Matteniah)

(1 Chronicles 3:15)"
136,Zedekiah,false,false,false,true,false,,,,,,,,"Zedekiah

(1 Chronicles 3:16)"
137,Nedabiah,false,false,false,true,false,,,,,,,,"Nedabiah

(1 Chronicles 3:18)"
138,Hoshama,false,false,false,true,false,,,,,,,,"Hoshama

(1 Chronicles 3:18)"
139,Jekamiah,false,false,false,true,false,,,,,,,,"Jekamiah

(1 Chronicles 2:41)"
140,Shenazzar,false,false,false,true,false,,,,,,,,"Shenazzar

(1 Chronicles 3:18)"
141,Pedaiah,false,false,false,true,true,,,,,,,,"Pedaiah

(1 Chronicles 3:18)"
142,Malchiram,false,false,false,true,false,,,,,,,,"Malchiram

(1 Chronicles 3:18)"
143,Joseph,true,false,false,true,false,,,,,,,Matthew 1:16,(Matthew 1:16)
144,Jacob,true,false,false,true,false,,,,,,,Matthew 1:15,"Jacob

(Matthew 1:15)"
145,Matthan,true,false,false,true,false,,,,,,,Matthew 1:15,"Matthan

(Matthew 1:15)"
146,Eleazar,true,false,false,true,false,,,,,,,,"Eleazar

(1 Chronicles 23:21)

Eleazar had no sons (1 Chronicles 24:28)"
147,Eliud,true,false,false,true,false,,,,,,,Matthew 1:14,"Eliud

(Matthew 1:14)"
148,Achim,true,false,false,true,false,,,,,,,Matthew 1:14,"Achim

(Matthew 1:14)"
149,Zadoc,false,false,false,true,false,,,,,,,Matthew 1:14,"Zadoc

(Matthew 1:14)"
150,Azor,true,false,false,true,false,,,,,,,Matthew 1:13,"Azor

(Matthew 1:13)"
151,Eliakim,true,false,false,true,false,,,,,,,Luke 3:30,"Eliakim

(Luke 3:30)"
152,Abihud,false,false,false,true,false,,,,,,,Matthew 1:13,(Matthew 1:13)
153,Zerubbabel,true,false,false,true,false,,,,,,,,"Zerubbabel

(1 Chronicles 3:19)"
154,Shealtiel,true,false,false,true,false,,,,,,,Luke 3:27,"Shealtiel

(Luke 3:27)"
155,Zedekiah,false,false,false,true,false,,,,,,,,(1 Chronicles 3:16)
156,Jehoiachin (or Jeconiah),false,false,false,true,false,,,,,,,Matthew 1:11,"Jehoiachin (or Jeconiah)

(1 Chronicles 3:16, Matthew 1:11)"
157,Jehoiakim (or Eliakim),false,false,false,true,false,,,,,,,,"Jehoiakim (or Eliakim)

(1 Chronicles 3:15)"
158,Jehoahaz (or Johanan),false,false,false,true,false,,,,,,,,"Jehoahaz (or Johanan)

(1 Chronicles 3:15)"
159,Josiah,true,false,false,true,false,,,,,,,Matthew 1:10,"Josiah

(1 Chronicles 3:14, Matthew 1:10)"
160,Amon,true,false,false,true,false,,,,,,,Matthew 1:10,"Amon

(1 Chronicles 3:14, Matthew 1:10)"
161,Manasseh,true,false,false,true,false,,,,,,,Matthew 1:10,"(1 Chronicles 3:13, Matthew 1:10)"
162,Hezekiah,true,false,false,true,false,,,,,,,Matthew 1:9,"Hezekiah

(1 Chronicles 3:13, Matthew 1:9)"
163,Ahaz,true,false,false,true,false,,,,,,,Matthew 1:9,"(1 Chronicles 3:13, Matthew 1:9)"
164,Jotham,true,false,false,true,false,,,,,,,,"Jotham

(1 Chronicles 2:47)Jahdai being one of Caleb's concubines/wives."
165,Azariah (or Uzziah),false,false,false,true,false,,,,,,,Matthew 1:8,"Azariah (or Uzziah)

(1 Chronicles 3:12, Matthew 1:8)"
166,Amaziah,false,false,false,true,false,,,,,,,,"Amaziah

(1 Chronicles 4:34)"
167,Joash,false,false,false,true,false,,,,,,,Judges 6:11,"Joash

(Judges 6:11)"
168,Ahaziah,false,false,false,true,false,,,,,,,,"Ahaziah

(1 Chronicles 3:11)"
169,Joram,true,false,false,true,false,,,,,,,,"Joram

(1 Chronicles 26:24-25)"
170,Jehoshaphat,true,false,false,true,false,,,,,,,Matthew 1:8,"Jehoshaphat

(1 Chronicles 3:10, Matthew 1:8)"
171,Asa,true,false,false,true,false,,,,,,,Matthew 1:7,"Asa

(1 Chronicles 3:10, Matthew 1:7)"
172,Abijah,true,false,false,true,false,,,,,,,,"Abijah

(1 Chronicles 7:8)"
173,Rehoboam,true,false,false,true,false,,,,,,,Matthew 1:7,"Rehoboam

(1 Chronicles 3:10, Matthew 1:7)"
174,Solomon,true,false,false,true,false,,,,,,,Matthew 1:6,"Solomon

Lived: 1012-961 BCE (70 years)

(1 Chronicles 3:5, Matthew 1:6)"
175,sister,false,false,false,true,false,,,,,,,Mark 6:3,"sister

see Mark 6:3"
176,sister,false,false,false,true,false,,,,,,,Mark 6:3,see Mark 6:3
177,Simon,false,false,false,true,false,,,,,,,Mark 6:3,"Simon

see Mark 6:3"
178,Judas,false,false,false,true,false,,,,,,,Mark 6:3,"Judas

see Mark 6:3"
179,Joses,false,false,false,true,false,,,,,,,Mark 6:3,"Joses

see Mark 6:3"
180,James (Jacob),false,false,false,true,false,,,,,,,Mark 6:3,"James (Jacob)

see Mark 6:3"
181,Yeshua the Messiah,true,false,false,true,false,,,,,,,Matthew 1:16,"Yeshua the Messiah

(Matthew 1:16)"
182,Mary,true,false,false,true,false,,,,,,Joseph (Matthew 1:16,Matthew 1:16; Luke 3:23; Acts 1:14,"Mary

Spouse: Joseph
 

(Matthew 1:16, Luke 3:23, Acts 1:14)

Mary, by whom Yeshua was born (Matthew 1:16)."
183,Eli,true,false,true,true,false,,,,,,,Luke 3:23,"Eli

(Luke 3:23)"
184,Matthat,true,false,false,true,false,,,,,,,Luke 3:29,"Matthat

(Luke 3:29)"
185,Levi,true,false,false,true,false,,,,,,,Genesis 29:34,"Levi

Lived: 1729-1592 BCE (137 years)

(Genesis 29:34, 1 Chronicles 2:1)

More details are available
at Psalm11918.org"
186,Melchi,true,false,false,true,false,,,,,,,Luke 3:28,"Melchi

(Luke 3:28)"
187,Jannai,true,false,false,true,false,,,,,,,Luke 3:24,"Jannai

(Luke 3:24)"
188,Joseph,true,false,false,true,false,,,,,,,Luke 3:24,(Luke 3:24)
189,Mattathias,true,false,false,true,false,,,,,,,Luke 3:26,"Mattathias

(Luke 3:26)"
190,Amos,true,false,false,true,false,,,,,,,Luke 3:25,"Amos

(Luke 3:25)"
191,Nahum,true,false,false,true,false,,,,,,,Luke 3:25,"Nahum

(Luke 3:25)"
192,Hesli,true,false,false,true,false,,,,,,,Luke 3:25,"Hesli

(Luke 3:25)"
193,Naggai,true,false,false,true,false,,,,,,,Luke 3:25,(Luke 3:25)
194,Maath,true,false,false,true,false,,,,,,,Luke 3:26,"Maath

(Luke 3:26)"
195,Mattathias,true,false,false,true,false,,,,,,,Luke 3:26,(Luke 3:26)
196,Semein,true,false,false,true,false,,,,,,,Luke 3:26,"Semein

(Luke 3:26)"
197,Josech,true,false,false,true,false,,,,,,,Luke 3:26,"Josech

(Luke 3:26)"
198,Joda,true,false,false,true,false,,,,,,,Luke 3:26,"Joda

(Luke 3:26)"
199,Joanan,true,false,false,true,false,,,,,,,Luke 3:27,"Joanan

(Luke 3:27)"
200,Rhesa,true,false,false,true,false,,,,,,,Luke 3:27,(Luke 3:27)
201,Zerubbabel,true,false,false,true,false,,,,,,,Luke 3:27,(Luke 3:27)
202,Shealtiel,true,false,false,true,false,,,,,,,Luke 3:27,(Luke 3:27)
203,Neri,true,false,false,true,false,,,,,,,Luke 3:27,"Neri

(Luke 3:27)"
204,Melchi,true,false,false,true,false,,,,,,,Luke 3:28,(Luke 3:28)
205,Addi,true,false,false,true,false,,,,,,,Luke 3:28,"Addi

(Luke 3:28)"
206,Cosam,true,false,false,true,false,,,,,,,Luke 3:28,"Cosam

(Luke 3:28)"
207,Elmadam,true,false,false,true,false,,,,,,,Luke 3:28,(Luke 3:28)
208,Er,true,false,false,true,false,,,,,,,Genesis 38:2; Genesis 46:12; Genesis 38:7,"Er

(Genesis 38:2-3, Genesis 46:12, 1 Chronicles 2:3)

Er was evil in the sight of the LORD, so the LORD took his life. (Genesis 38:7)"
209,Joshua,true,false,false,true,false,,,,,,,Luke 3:29,(Luke 3:29)
210,Eliezer,true,false,false,true,false,,,,,,,,"Eliezer

(1 Chronicles 7:8)"
211,Jorim,true,false,false,true,false,,,,,,,Luke 3:29,"Jorim

(Luke 3:29)"
212,Matthat,true,false,false,true,false,,,,,,,Luke 3:29,(Luke 3:29)
213,Levi,true,false,false,true,false,,,,,,,Luke 3:29,(Luke 3:29)
214,Simeon,true,false,false,true,false,,,,,,,Genesis 29:33,"Simeon

(Genesis 29:33, 1 Chronicles 2:1)

More details are available
at Psalm11918.org"
215,Judah,true,false,false,true,false,,,,,,Bath-shua the Canaanitess (1 Chronicles 2:3) and Tamar (1 Chronicles 2:4) (Genesis 29:35,Genesis 29:35,"Judah

Spouse: Bath-shua the Canaanitess (1 Chronicles 2:3) and Tamar (1 Chronicles 2:4)
 

(Genesis 29:35, 1 Chronicles 2:1)

More details are available
at Psalm11918.org"
216,Joseph,true,false,false,true,false,,,,,,,Luke 3:30,(Luke 3:30)
217,Jonam,true,false,false,true,false,,,,,,,Luke 3:30,"Jonam

(Luke 3:30)"
218,Eliakim,true,false,false,true,false,,,,,,,Luke 3:30,(Luke 3:30)
219,Melea,true,false,false,true,false,,,,,,,Luke 3:31,"Melea

(Luke 3:31)"
220,Menna,true,false,false,true,false,,,,,,,Luke 3:31,"Menna

(Luke 3:31)"
221,Mattatha,true,false,false,true,false,,,,,,,Luke 3:31,(Luke 3:31)
222,Nathan,true,false,false,true,false,,,,,,,,"Nathan

(1 Chronicles 2:36)"
223,Shobab,false,false,false,true,false,,,,,,,,"Shobab

(1 Chronicles 2:18)"
224,Shimea,false,false,false,true,false,,,,,,,,"Shimea

(1 Chronicles 6:29-30)"
225,Ithream,false,false,false,true,false,,,,,,,,"Ithream

(1 Chronicles 3:3)"
226,Shephatiah,false,false,false,true,false,,,,,,,,"Shephatiah

(1 Chronicles 3:3)"
227,Adinijah,false,false,false,true,false,,,,,,,,"Adinijah

(1 Chronicles 3:2)"
228,Absolom,false,false,false,true,false,,,,,,,,"Absolom

(1 Chronicles 3:1)"
229,Daniel,false,false,false,true,false,,,,,,,,"Daniel

(1 Chronicles 3:1)"
230,Ammon,false,false,false,true,false,,,,,,,,"Ammon

(1 Chronicles 3:1)"
231,David,true,false,false,true,false,,,,,,Ahinoam the Jezreelitess,1 Chr 3:2; 1 Chr 3:3; 1 Chr 3:5; Ruth 4:22,"David

Lived: 1070-1000 BCE (70 years)

Spouse: Ahinoam the Jezreelitess, Abigail the Carmelitess (1 Chronicles 3:1), Maacah, the daughter of Talmai king of Geshur (1 Chronicles 3:2), Haggith (1 Chr 3:2), Abital (1 Chr 3:3), Eglah (1 Chr 3:3), Bath-shua the daughter of Ammiel (1 Chr 3:5)
 

(Ruth 4:22, 1 Chronicles 2:15)"
232,Ozem,false,false,false,true,false,,,,,,,,"Ozem

(1 Chronicles 2:25)"
233,Raddai,false,false,false,true,false,,,,,,,,"Raddai

(1 Chronicles 2:14)"
234,Nethanel,false,false,false,true,false,,,,,,,,"Nethanel

(1 Chronicles 2:14)"
235,Shimea,false,false,false,true,false,,,,,,,,(1 Chronicles 2:13)
236,Abinadab,false,false,false,true,false,,,,,,,,(1 Chronicles 2:13)
237,Eliab,false,false,false,true,false,,,,,,,Numbers 26:8,"Eliab

(Numbers 26:8)"
238,Jesse,true,false,false,true,false,,,,,,,Ruth 4:22,"Jesse

(Ruth 4:22, 1 Chronicles 2:12)"
239,Obed,true,false,false,true,false,,,,,,,,"Obed

(1 Chronicles 2:37)"
240,Boaz,true,false,false,true,false,,,,,,,Ruth 4:21,"Boaz

(Ruth 4:21, 1 Chronicles 2:11)"
241,Salma (or Salmon),false,false,false,true,false,,,,,,,Ruth 4:20,"Salma (or Salmon)

(Ruth 4:20, 1 Chronicles 2:11)"
242,Nahshon,true,false,false,true,false,,,,,,,Ruth 4:20,"Nahshon

(Ruth 4:20, 1 Chronicles 2:10)"
243,Amminidab,false,false,false,true,false,,,,,,,Ruth 4:19,"Amminidab

(Ruth 4:19, 1 Chronicles 2:10)"
244,Ram (or Amram),false,false,false,true,false,,,,,,,Ruth 4:19,"Ram (or Amram)

(Ruth 4:19, 1 Chronicles 2:9)"
